chromosome	source	feature	start	end	score	strand	frame	gene_id	 transcript_id 	 exon_number 	 gene_name 	 gene_biotype 	 transcript_name 	 protein_id 
18	protein_coding	CDS	68413663	68414190	.	+	0	ENSMUSG00000024544	ENSMUST00000063775	6	D18Ertd653e	protein_coding	D18Ertd653e-202	ENSMUSP00000068471
18	protein_coding	stop_codon	68414191	68414193	.	+	0	ENSMUSG00000024544	ENSMUST00000063775	6	D18Ertd653e	protein_coding	D18Ertd653e-202	
18	protein_coding	exon	68387648	68387798	.	+	.	ENSMUSG00000024544	ENSMUST00000025426	1	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	CDS	68387660	68387798	.	+	0	ENSMUSG00000024544	ENSMUST00000025426	1	D18Ertd653e	protein_coding	D18Ertd653e-201	ENSMUSP00000025426
18	protein_coding	start_codon	68387660	68387662	.	+	0	ENSMUSG00000024544	ENSMUST00000025426	1	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	exon	68395309	68395463	.	+	.	ENSMUSG00000024544	ENSMUST00000025426	2	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	CDS	68395309	68395463	.	+	2	ENSMUSG00000024544	ENSMUST00000025426	2	D18Ertd653e	protein_coding	D18Ertd653e-201	ENSMUSP00000025426
18	protein_coding	exon	68410225	68410278	.	+	.	ENSMUSG00000024544	ENSMUST00000025426	3	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	CDS	68410225	68410278	.	+	0	ENSMUSG00000024544	ENSMUST00000025426	3	D18Ertd653e	protein_coding	D18Ertd653e-201	ENSMUSP00000025426
18	protein_coding	exon	68413663	68414611	.	+	.	ENSMUSG00000024544	ENSMUST00000025426	4	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	CDS	68413663	68414190	.	+	0	ENSMUSG00000024544	ENSMUST00000025426	4	D18Ertd653e	protein_coding	D18Ertd653e-201	ENSMUSP00000025426
18	protein_coding	stop_codon	68414191	68414193	.	+	0	ENSMUSG00000024544	ENSMUST00000025426	4	D18Ertd653e	protein_coding	D18Ertd653e-201	
18	protein_coding	exon	68459728	68459987	.	-	.	ENSMUSG00000038121	ENSMUST00000042852	1	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	exon	68435416	68435928	.	-	.	ENSMUSG00000038121	ENSMUST00000042852	2	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	CDS	68435416	68435891	.	-	0	ENSMUSG00000038121	ENSMUST00000042852	2	4933403F05Rik	protein_coding	4933403F05Rik-001	ENSMUSP00000045927
18	protein_coding	start_codon	68435889	68435891	.	-	0	ENSMUSG00000038121	ENSMUST00000042852	2	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	exon	68432217	68432328	.	-	.	ENSMUSG00000038121	ENSMUST00000042852	3	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	CDS	68432217	68432328	.	-	1	ENSMUSG00000038121	ENSMUST00000042852	3	4933403F05Rik	protein_coding	4933403F05Rik-001	ENSMUSP00000045927
18	protein_coding	exon	68419841	68428606	.	-	.	ENSMUSG00000038121	ENSMUST00000042852	4	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	CDS	68428376	68428606	.	-	0	ENSMUSG00000038121	ENSMUST00000042852	4	4933403F05Rik	protein_coding	4933403F05Rik-001	ENSMUSP00000045927
18	protein_coding	stop_codon	68428373	68428375	.	-	0	ENSMUSG00000038121	ENSMUST00000042852	4	4933403F05Rik	protein_coding	4933403F05Rik-001	
18	protein_coding	exon	68459728	68459856	.	-	.	ENSMUSG00000038121	ENSMUST00000152193	1	4933403F05Rik	protein_coding	4933403F05Rik-002	
18	protein_coding	exon	68438921	68439082	.	-	.	ENSMUSG00000038121	ENSMUST00000152193	2	4933403F05Rik	protein_coding	4933403F05Rik-002	
18	protein_coding	exon	68435571	68435928	.	-	.	ENSMUSG00000038121	ENSMUST00000152193	3	4933403F05Rik	protein_coding	4933403F05Rik-002	
18	protein_coding	CDS	68435571	68435891	.	-	0	ENSMUSG00000038121	ENSMUST00000152193	3	4933403F05Rik	protein_coding	4933403F05Rik-002	ENSMUSP00000122677
18	protein_coding	start_codon	68435889	68435891	.	-	0	ENSMUSG00000038121	ENSMUST00000152193	3	4933403F05Rik	protein_coding	4933403F05Rik-002	
18	protein_coding	exon	68460009	68460079	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	1	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	exon	68465434	68465853	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	2	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68465476	68465853	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	2	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	start_codon	68465476	68465478	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	2	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	exon	68467300	68467441	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	3	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68467300	68467441	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	3	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68468975	68469100	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	4	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68468975	68469100	.	+	2	ENSMUSG00000009535	ENSMUST00000009679	4	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68471262	68471374	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	5	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68471262	68471374	.	+	2	ENSMUSG00000009535	ENSMUST00000009679	5	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68473319	68473500	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	6	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68473319	68473500	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	6	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68473642	68473806	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	7	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68473642	68473806	.	+	1	ENSMUSG00000009535	ENSMUST00000009679	7	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68477648	68477765	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	8	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68477648	68477765	.	+	1	ENSMUSG00000009535	ENSMUST00000009679	8	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68478772	68478873	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	9	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68478772	68478873	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	9	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68479880	68479913	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	10	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68479880	68479913	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	10	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	exon	68480972	68484506	.	+	.	ENSMUSG00000009535	ENSMUST00000009679	11	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	CDS	68480972	68481006	.	+	2	ENSMUSG00000009535	ENSMUST00000009679	11	Rnmt	protein_coding	Rnmt-001	ENSMUSP00000009679
18	protein_coding	stop_codon	68481007	68481009	.	+	0	ENSMUSG00000009535	ENSMUST00000009679	11	Rnmt	protein_coding	Rnmt-001	
18	protein_coding	exon	68460046	68460079	.	+	.	ENSMUSG00000009535	ENSMUST00000131075	1	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	exon	68463086	68463149	.	+	.	ENSMUSG00000009535	ENSMUST00000131075	2	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	exon	68465434	68465853	.	+	.	ENSMUSG00000009535	ENSMUST00000131075	3	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	CDS	68465476	68465853	.	+	0	ENSMUSG00000009535	ENSMUST00000131075	3	Rnmt	protein_coding	Rnmt-005	ENSMUSP00000122741
18	protein_coding	start_codon	68465476	68465478	.	+	0	ENSMUSG00000009535	ENSMUST00000131075	3	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	exon	68467300	68467441	.	+	.	ENSMUSG00000009535	ENSMUST00000131075	4	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	CDS	68467300	68467441	.	+	0	ENSMUSG00000009535	ENSMUST00000131075	4	Rnmt	protein_coding	Rnmt-005	ENSMUSP00000122741
18	protein_coding	exon	68468975	68469071	.	+	.	ENSMUSG00000009535	ENSMUST00000131075	5	Rnmt	protein_coding	Rnmt-005	
18	protein_coding	CDS	68468975	68469071	.	+	2	ENSMUSG00000009535	ENSMUST00000131075	5	Rnmt	protein_coding	Rnmt-005	ENSMUSP00000122741
18	retained_intron	exon	68460052	68460079	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	1	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68465434	68465853	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	2	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68467300	68467441	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	3	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68468975	68469100	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	4	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68471262	68471374	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	5	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68473319	68473500	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	6	Rnmt	protein_coding	Rnmt-003	
18	retained_intron	exon	68473642	68475104	.	+	.	ENSMUSG00000009535	ENSMUST00000151833	7	Rnmt	protein_coding	Rnmt-003	
18	protein_coding	exon	68460054	68460079	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	1	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	exon	68465434	68465853	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	2	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68465476	68465853	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	2	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	start_codon	68465476	68465478	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	2	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	exon	68467300	68467441	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	3	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68467300	68467441	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	3	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68468975	68469100	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	4	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68468975	68469100	.	+	2	ENSMUSG00000009535	ENSMUST00000025427	4	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68471262	68471374	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	5	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68471262	68471374	.	+	2	ENSMUSG00000009535	ENSMUST00000025427	5	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68473319	68473500	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	6	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68473319	68473500	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	6	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68477648	68477765	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	7	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68477648	68477765	.	+	1	ENSMUSG00000009535	ENSMUST00000025427	7	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68478772	68478873	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	8	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68478772	68478873	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	8	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68479880	68479913	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	9	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68479880	68479913	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	9	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	exon	68480972	68481560	.	+	.	ENSMUSG00000009535	ENSMUST00000025427	10	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	CDS	68480972	68481006	.	+	2	ENSMUSG00000009535	ENSMUST00000025427	10	Rnmt	protein_coding	Rnmt-002	ENSMUSP00000025427
18	protein_coding	stop_codon	68481007	68481009	.	+	0	ENSMUSG00000009535	ENSMUST00000025427	10	Rnmt	protein_coding	Rnmt-002	
18	protein_coding	exon	68460076	68460277	.	+	.	ENSMUSG00000009535	ENSMUST00000139111	1	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	exon	68465434	68465853	.	+	.	ENSMUSG00000009535	ENSMUST00000139111	2	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	CDS	68465476	68465853	.	+	0	ENSMUSG00000009535	ENSMUST00000139111	2	Rnmt	protein_coding	Rnmt-006	ENSMUSP00000123500
18	protein_coding	start_codon	68465476	68465478	.	+	0	ENSMUSG00000009535	ENSMUST00000139111	2	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	exon	68467300	68467441	.	+	.	ENSMUSG00000009535	ENSMUST00000139111	3	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	CDS	68467300	68467441	.	+	0	ENSMUSG00000009535	ENSMUST00000139111	3	Rnmt	protein_coding	Rnmt-006	ENSMUSP00000123500
18	protein_coding	exon	68468975	68469100	.	+	.	ENSMUSG00000009535	ENSMUST00000139111	4	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	CDS	68468975	68469100	.	+	2	ENSMUSG00000009535	ENSMUST00000139111	4	Rnmt	protein_coding	Rnmt-006	ENSMUSP00000123500
18	protein_coding	exon	68471262	68471336	.	+	.	ENSMUSG00000009535	ENSMUST00000139111	5	Rnmt	protein_coding	Rnmt-006	
18	protein_coding	CDS	68471262	68471336	.	+	2	ENSMUSG00000009535	ENSMUST00000139111	5	Rnmt	protein_coding	Rnmt-006	ENSMUSP00000123500
18	protein_coding	exon	68464651	68464772	.	+	.	ENSMUSG00000009535	ENSMUST00000129849	1	Rnmt	protein_coding	Rnmt-007	
18	protein_coding	exon	68465434	68465848	.	+	.	ENSMUSG00000009535	ENSMUST00000129849	2	Rnmt	protein_coding	Rnmt-007	
18	protein_coding	CDS	68465476	68465848	.	+	0	ENSMUSG00000009535	ENSMUST00000129849	2	Rnmt	protein_coding	Rnmt-007	ENSMUSP00000117459
18	protein_coding	start_codon	68465476	68465478	.	+	0	ENSMUSG00000009535	ENSMUST00000129849	2	Rnmt	protein_coding	Rnmt-007	
18	retained_intron	exon	68477145	68477765	.	+	.	ENSMUSG00000009535	ENSMUST00000139554	1	Rnmt	protein_coding	Rnmt-008	
18	retained_intron	exon	68478772	68478898	.	+	.	ENSMUSG00000009535	ENSMUST00000139554	2	Rnmt	protein_coding	Rnmt-008	
18	processed_transcript	exon	68478651	68478873	.	+	.	ENSMUSG00000009535	ENSMUST00000148937	1	Rnmt	protein_coding	Rnmt-004	
18	processed_transcript	exon	68479880	68479913	.	+	.	ENSMUSG00000009535	ENSMUST00000148937	2	Rnmt	protein_coding	Rnmt-004	
18	processed_transcript	exon	68480972	68484505	.	+	.	ENSMUSG00000009535	ENSMUST00000148937	3	Rnmt	protein_coding	Rnmt-004	
18	protein_coding	exon	68497250	68497379	.	+	.	ENSMUSG00000007480	ENSMUST00000007624	1	Mc5r	protein_coding	Mc5r-201	
18	protein_coding	exon	68498327	68499377	.	+	.	ENSMUSG00000007480	ENSMUST00000007624	2	Mc5r	protein_coding	Mc5r-201	
18	protein_coding	CDS	68498367	68499341	.	+	0	ENSMUSG00000007480	ENSMUST00000007624	2	Mc5r	protein_coding	Mc5r-201	ENSMUSP00000007624
18	protein_coding	start_codon	68498367	68498369	.	+	0	ENSMUSG00000007480	ENSMUST00000007624	2	Mc5r	protein_coding	Mc5r-201	
18	protein_coding	stop_codon	68499342	68499344	.	+	0	ENSMUSG00000007480	ENSMUST00000007624	2	Mc5r	protein_coding	Mc5r-201	
18	protein_coding	exon	68497257	68497379	.	+	.	ENSMUSG00000007480	ENSMUST00000172148	1	Mc5r	protein_coding	Mc5r-202	
18	protein_coding	CDS	68497279	68497379	.	+	0	ENSMUSG00000007480	ENSMUST00000172148	1	Mc5r	protein_coding	Mc5r-202	ENSMUSP00000130497
18	protein_coding	start_codon	68497279	68497281	.	+	0	ENSMUSG00000007480	ENSMUST00000172148	1	Mc5r	protein_coding	Mc5r-202	
18	protein_coding	exon	68498327	68499365	.	+	.	ENSMUSG00000007480	ENSMUST00000172148	2	Mc5r	protein_coding	Mc5r-202	
18	protein_coding	CDS	68498327	68499341	.	+	1	ENSMUSG00000007480	ENSMUST00000172148	2	Mc5r	protein_coding	Mc5r-202	ENSMUSP00000130497
18	protein_coding	stop_codon	68499342	68499344	.	+	0	ENSMUSG00000007480	ENSMUST00000172148	2	Mc5r	protein_coding	Mc5r-202	
18	protein_coding	exon	68588866	68588905	.	-	.	ENSMUSG00000045569	ENSMUST00000052347	1	Mc2r	protein_coding	Mc2r-201	
18	protein_coding	exon	68569461	68569572	.	-	.	ENSMUSG00000045569	ENSMUST00000052347	2	Mc2r	protein_coding	Mc2r-201	
18	protein_coding	exon	68566561	68567970	.	-	.	ENSMUSG00000045569	ENSMUST00000052347	3	Mc2r	protein_coding	Mc2r-201	
18	protein_coding	CDS	68566987	68567874	.	-	0	ENSMUSG00000045569	ENSMUST00000052347	3	Mc2r	protein_coding	Mc2r-201	ENSMUSP00000058691
18	protein_coding	start_codon	68567872	68567874	.	-	0	ENSMUSG00000045569	ENSMUST00000052347	3	Mc2r	protein_coding	Mc2r-201	
18	protein_coding	stop_codon	68566984	68566986	.	-	0	ENSMUSG00000045569	ENSMUST00000052347	3	Mc2r	protein_coding	Mc2r-201	
18	protein_coding	exon	69109652	69109795	.	-	.	ENSMUSG00000024546	ENSMUST00000025428	1	4930546C10Rik	protein_coding	4930546C10Rik-201	
18	protein_coding	CDS	69109652	69109795	.	-	0	ENSMUSG00000024546	ENSMUST00000025428	1	4930546C10Rik	protein_coding	4930546C10Rik-201	ENSMUSP00000025428
18	protein_coding	start_codon	69109793	69109795	.	-	0	ENSMUSG00000024546	ENSMUST00000025428	1	4930546C10Rik	protein_coding	4930546C10Rik-201	
18	protein_coding	exon	69107004	69107149	.	-	.	ENSMUSG00000024546	ENSMUST00000025428	2	4930546C10Rik	protein_coding	4930546C10Rik-201	
18	protein_coding	CDS	69107004	69107149	.	-	0	ENSMUSG00000024546	ENSMUST00000025428	2	4930546C10Rik	protein_coding	4930546C10Rik-201	ENSMUSP00000025428
18	protein_coding	exon	69104287	69104359	.	-	.	ENSMUSG00000024546	ENSMUST00000025428	3	4930546C10Rik	protein_coding	4930546C10Rik-201	
18	protein_coding	CDS	69104287	69104359	.	-	1	ENSMUSG00000024546	ENSMUST00000025428	3	4930546C10Rik	protein_coding	4930546C10Rik-201	ENSMUSP00000025428
18	rRNA	exon	69333641	69333774	.	-	.	ENSMUSG00000088166	ENSMUST00000157541	1	5S_rRNA	rRNA	5S_rRNA.30-201	
18	protein_coding	exon	69503800	69504679	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	1	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	exon	69506933	69507024	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	2	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69506953	69507024	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	2	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	start_codon	69506953	69506955	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	2	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	exon	69508726	69508798	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	3	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69508726	69508798	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	3	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69573296	69573361	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	4	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69573296	69573361	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	4	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69621516	69621577	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	5	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69621516	69621577	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	5	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69625005	69625101	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	6	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69625005	69625101	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	6	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69679619	69679680	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	7	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69679619	69679680	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	7	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69723688	69723817	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	8	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69723688	69723817	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	8	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69724289	69724338	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	9	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69724289	69724338	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	9	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69793231	69793336	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	10	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69793231	69793336	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	10	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69796485	69796618	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	11	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69796485	69796618	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	11	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69802537	69802669	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	12	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69802537	69802669	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	12	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69810876	69810943	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	13	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69810876	69810943	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	13	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69812048	69812126	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	14	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69812048	69812126	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	14	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69814615	69814691	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	15	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69814615	69814691	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	15	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69817401	69817604	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	16	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69817401	69817604	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	16	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69835353	69835488	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	17	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69835353	69835488	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	17	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69837621	69837783	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	18	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69837621	69837783	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	18	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69841223	69841452	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	19	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69841223	69841452	.	+	1	ENSMUSG00000053477	ENSMUST00000066717	19	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	exon	69842337	69842477	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	20	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	CDS	69842337	69842470	.	+	2	ENSMUSG00000053477	ENSMUST00000066717	20	Tcf4	protein_coding	Tcf4-003	ENSMUSP00000067318
18	protein_coding	stop_codon	69842471	69842473	.	+	0	ENSMUSG00000053477	ENSMUST00000066717	20	Tcf4	protein_coding	Tcf4-003	
18	protein_coding	exon	69842731	69843997	.	+	.	ENSMUSG00000053477	ENSMUST00000066717	21	Tcf4	protein_coding	Tcf4-003	
18	retained_intron	exon	69504146	69504679	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	1	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69508726	69508798	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	2	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69621516	69621577	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	3	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69625005	69625101	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	4	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69679619	69679680	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	5	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69723688	69723817	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	6	Tcf4	protein_coding	Tcf4-005	
18	retained_intron	exon	69724289	69725160	.	+	.	ENSMUSG00000053477	ENSMUST00000128706	7	Tcf4	protein_coding	Tcf4-005	
18	protein_coding	exon	69504164	69504679	.	+	.	ENSMUSG00000053477	ENSMUST00000114985	1	Tcf4	protein_coding	Tcf4-001	
18	protein_coding	exon	69506933	69507024	.	+	.	ENSMUSG00000053477	ENSMUST00000114985	2	Tcf4	protein_coding	Tcf4-001	
